,index,genre,filename,year,old_index,source1,source2,sentence1,sentence2,score
9294,3491.0,main-news,deft-news,2014,41,none,none,beijing police apprehend more than 20 people including 8 foreigners in suspicion of using and trafficking drugs in 2 pubs in a popular downtown area.,beijing police apprehended more than 20 people in suspicion of using and trafficking drugs in 2 downtown bars.,3.8
6888,1085.0,main-captions,images,2014,117,none,none,"A black, flat screen television placed on the floor.",A flat screen TV on the floor.,4.0
57,,,,,,,,"""These documents are indecipherable to me, and the fact is that this investigation has led nowhere,"" the lawyer said.","""These documents are indecipherable to me,"" the lawyers said, ""and the fact is that this investigation has led nowhere.""",5.0
13771,,,surprise.OnWN,2012test,,,,the soft padding under a saddle,a soft pad placed under a saddle.,5.0
14597,,,OnWN,2013,,,,"Have a distinctive or characteristic taste, perceptible by an experiencer.",have a distinctive or characteristic taste.,4.0
10235,4432.0,main-news,headlines,2014,108,none,none,Bangladesh court sentences first lawmaker to death for war crimes,British PM pushes Sri Lanka on war crimes,1.8
2401,,,,,,,,"""Writing safe programs that demonstrate an infection vector is adequate [to demonstrate a vulnerability] without building in the reproductive sequences.","Writing safe programs that demonstrate an infection vector is adequate without building in the reproductive sequences.""",5.0
8911,3108.0,main-news,MSRpar,2012train,240,none,none,The launch coincides with the JavaOne developers' conference in San Francisco this week.,The news also comes in conjunction with Suns annual JavaOne developers conference in San Francisco.,3.25
15796,,,tweet-news,2014,,,,"Female Directors Gain Ground, Slowly  The storyteller?s gender matters.",Female Film Directors Slowly Gain Ground,3.8
4130,,,,,,,,"""I feel confident saying that HP is no longer an integration story,"" Fiorina said.","""We still have a lot to do, but I feel confident that HP is no longer an integration story.""",1.0
9320,3517.0,main-news,deft-news,2014,67,none,none,a breakdown of order in china will lead to significant global turmoil.,a breakdown of order in china will be worse than in afghanistan or yugoslavia.,3.4
9845,4042.0,main-news,headlines,2013,362,none,none,Repsol blasts Argentina over nationalization of YPF,Repsol blasts Argentina over oil nationalization,3.4
1470,,,,,,,,The department ordered an 18.2 percent reduction for Allstate Texas Lloyds and a 12 percent reduction for State Farm Lloyds.,"The department ordered a 12 percent reduction for State Farm Lloyds, the state's largest insurer, and an 18.2 percent reduction for Allstate Texas Lloyds, the third-largest.",5.0
5768,,,,,,,,"Microsoft favors setting up ""independent e-mail trust authorities to establish and maintain commercial email guidelines, certify senders who follow the guidelines, and resolve customer disputes.""","Gates says he wants to see ""independent e-mail trust authorities"" who ""establish and maintain commercial email guidelines, certify senders who follow the guidelines, and resolve customer disputes.""",5.0
1418,,,,,,,,The state wanted every insurer doing business in California to turn over records of Holocaust-era insurance policies or risk losing its license to operate in the state.,The state wanted any insurer doing business there to turn over records of Holocaust-era insurance policies or risk losing their license to do business in the state.,5.0
470,,,,,,,,"The others were given copies of ""Dr. Atkins' New Diet Revolution"" and told to follow it.","The researchers gave copies of ""Dr. Atkins' New Diet Revolution"" to the carb-cutters.",1.0
2360,,,,,,,,"Second quarter sales came in at $645 million, up from $600 million the year before, AMD said.","Revenue in the second quarter ended June 29 was $645 million, up from $600 million a year ago.",5.0
2724,,,,,,,,The judge also refused to postpone the trial date of Sept. 29.,Obus also denied a defense motion to postpone the Sept. 29 trial date.,5.0
10951,5148.0,main-news,headlines,2015,493,none,none,Hague 'concerns over conduct' of Zimbabwe election,Zimbabwe: 'Grave Concerns' Over Election,2.8
7525,1722.0,main-captions,images,2015,672,none,none,A dog runs through the grass.,Two dogs run through the brush.,2.8
13598,,,surprise.OnWN,2012test,,,,act of verbally informing,the act of informing by verbal report.,4.75
14422,,,OnWN,2013,,,,"react, or respond to a call, command, or stimulus",react to a stimulus or command.,4.2
9315,3512.0,main-news,deft-news,2014,62,none,none,russia ratified the amended treaty.,russia ratified the updated treaty in 2004.,3.4
4529,,,,,,,,"A female attendant, 25, was slashed across the face as the attacker closed on the cockpit.","A female colleague, 25, was slashed across the face as the man continued to try to reach the front of the plane.",5.0
4614,,,,,,,,"The trial, featuring 125 witnesses, could continue until the start of 2004.","The trial, which could last until early 2004, is expected to hear the first of 125 witnesses Friday.",5.0
16089,,,tweet-news,2014,,,,"To face someone that already shot a student.. "": I'm no hero, says teacher who talked down armed student. ""","Teacher talks armed student into giving up, police say",3.4
12879,,,SMTeuroparl,2012train,,,,"The very worst situation is when the women concerned also come from distant countries, having taken the work on out of desperation because they have no other way of continuing to provide for themselves.",Things worse when it comes to women's distant countries which accepted this work by need and which have no other option to continue to provide for their vital needs.,4.0
6106,303.0,main-captions,MSRvid,2012test,450,none,none,A man is drawing a picture.,A person is drawing.,3.6
12373,,,surprise.SMTnews,2012test,,,,"The president has fewer powers than it seems, overshadowed particularly by Supreme Guide Ayatollah Ali Khamenei.","The President has fewer powers than it they may seem, special to reviving is special to reviving overshadowed by guide supreme to me the Ayatollah Ali Khamenei.",4.5
3873,,,,,,,,The deal is subject to N2H2 approval and is expected to be completed by year's end.,The deal is subject to N2H2 approval and is expected to be complete during the final calendar quarter of 2003.,5.0
9350,3547.0,main-news,deft-news,2014,97,none,none,the number of executions increased in iran last year amid a campaign that is aimed at improving security in society.,the number of executions increased dramatically in 2007 amid a campaign which iranian authorities state is aimed at improving security in society.,3.4
15732,,,tweet-news,2014,,,,"NYT, ""Mouse Study Discovers DNA That Controls [Burrowing] Behavior [and Whether Escape Tunnels Are Made]""",Mouse Study Discovers DNA That Controls Behavior,3.2
13725,,,surprise.OnWN,2012test,,,,(Literally) sound with resonance.,sound with resonance.,5.0
11292,5489.0,main-news,headlines,2015,1357,none,none,Abdullah Widens Lead in Afghan Presidential Poll,Explosions heard near Afghan presidential palace,1.0
13228,,,surprise.OnWN,2012test,,,,"fluctuate, move back and forth",sway to and fro.,2.5
11313,5510.0,main-news,headlines,2015,1398,none,none,"India, US to hold talks on China next week",Egypt to hold more talks with IMF on loan next week,1.4
12585,,,SMTeuroparl,2012train,,,,"Therefore, I also believe that this reconciliation is sustainable, but that the government, which has very courageously found a solution to the university issue and to many other issues, needs visible signs of its success, and powerful support, else peace throughout the region will be under threat.","That is why I also believe that this reconciliation can take; however, the government, which has very courageously found a solution to the issue of universities and many other problems, needs visible signs of success and a strong support, otherwise the peace threatened in the region as a whole.",4.6
4678,,,,,,,,He was arrested Tuesday night at a northwest Atlanta tire shop after a national manhunt.,"He was arrested in Atlanta, Georgia, on Monday night by police acting on a tip-off.",1.0
1057,,,,,,,,"The number of reported rapes rose by 4 percent and the number of murders grew by 0.8 percent, the FBI said.","Still, the FBI said in the report released Monday, the number of reported rapes rose by 4 percent and the number of murders grew by 0.8 percent.",5.0
2283,,,,,,,,"The goal will be to reduce congestion by upgrading road, building tollways, facilitating public transit or any other means to improve mobility.","The money can be used for road upgrades, tollways, public transit or any other means to improve mobility.",5.0
11932,,,SMTeuroparl,2012test,,,,"The standards are scarcely comparable, let alone transferable.",The norms are hardly comparable and still less transferable.,4.5
9668,3865.0,main-news,headlines,2013,144,none,none,Panetta says Afghanistan role to shift from combat in 2013,Panetta: Afghanistan Tops NATO Conference Topics,1.6
11119,5316.0,main-news,headlines,2015,903,none,none,KL shares remain higher mid-afternoon,KL shares continue uptrend mid-afternoon,4.4
1926,,,,,,,,"Based on having at least one of the symptoms, most students had been hung over between three and 11 times in the previous year.",On average the students suffered at least one of the 13 symptoms between three and 11 times in the last year.,5.0
6582,779.0,main-captions,MSRvid,2012train,416,none,none,A tiger trys to climb the wall.,A lion is trying to climb up over a wall.,3.0
4911,,,,,,,,"Over the weekend, NASA landed a six-wheeled robot on Mars to study the planet.","Last Saturday, a six-wheeled robot developed by NASA landed on Mars and began sending back images of the planet.",5.0
14472,,,OnWN,2013,,,,hold or place in equilibrium,hold or carry in equilibrium.,4.6
14626,,,OnWN,2013,,,,a list of items to be consulted and marked off,a list of items (names or tasks etc.) to be checked or consulted.,4.6
1077,,,,,,,,"At issue is the scholarship program that helps high-achieving students pay for studies in fields such as business or engineering, but not theology.","At issue in yesterday's case is a Washington state scholarship program that helps high-achieving students pay for studies in fields such as business or engineering, but not theology.",5.0
1117,,,,,,,,"""But they did not, as of the time of this particular tragic event, provide the security we had requested,"" Jordan said.","""But they did not, as of the time of this tragic event, provide the additional security we requested.""",5.0
