,score,#1 sentence,#2 sentence
4507,5.0,NASA satellite images show that Arctic ice has been shrinking at the rate of nearly 10 percent a decade.,Researchers found that sea ice in the Arctic is disappearing at a rate of 9 percent each decade.
4508,5.0,"The Lockheed Martin-built SIRTF is the last of NASA's Hubble-class ""Great Observatories.""",SIRTF is the last of NASA's so-called Great Observatories.
4509,5.0,"We're making these commitments first and foremost because we think it's the right thing to do, said Michael Mudd, spokesman for the Northfield-based company.","We're making these commitments first and foremost because we think it's the right thing to do, company spokesman Michael Mudd said yesterday."
4510,5.0,"Sgt. Randy Force, a police spokesman, said O'Brien wasn't being charged with causing the crash because Reed was jaywalking.","Sergeant Randy Force, a police spokesman, said O'Brien wasn't being charged with causing the crash because the victim had been jaywalking."
4511,5.0,Albertson's and Kroger's Ralphs stores locked out their workers in response.,Kroger's Ralphs chain and Albertsons immediately locked out their grocery workers in a show of solidarity.
4512,5.0,The decision means that Qarase must invite up to eight Labor Party members into cabinet.,Mr Qarase must now invite up to eight Labour Party members into cabinet.
4513,5.0,"Landing on an aircraft carrier doesn't make up for the loss of 2.5 million jobs in America, said the senator, a much-decorated Vietnam War veteran.","Landing on an aircraft carrier doesn't make up for the loss of 2.7 million jobs in America, Kerry said."
4514,5.0,"Kevin Rollins, Dell's president, received $770,962 in salary and a bonus of just more than $2-million in fiscal 2003.","Dell made $950,000 in salary and nearly $2.5 million in bonus pay during the fiscal year."
4515,5.0,"As part of his deal, Mr. Delainey has agreed to cooperate in the continuing investigation.",Dave Delainey agreed to cooperate with federal prosecutors in exchange for the plea.
4516,5.0,The United States accuses Saddam loyalists of attacks on oilfields and pipelines crucial to Iraq's economic recovery.,Loyalists are also believed to be behind attacks on oil pipelines and fields that are crucial to Iraq's economic recovery.
4517,5.0,"Mall operators and retailers reported fewer people camping out for early-bird specials on Saturday morning, although many parking lots were crowded by early afternoon.","Mall operators and retailers reported fewer shoppers camping out for early-bird specials on Saturday morning, although parking lots were beginning to fill at some East Coast shopping centers."
4518,5.0,"Josephine Burke, who ran the unlicensed daycare, eventually served four months in prison on misdemeanor assault and child neglect charges.","Josephine Burke, who ran the illegal day care, served four months in prison on misdemeanor assault and child-neglect charges."
4519,0.0,"Bob Schindler: That's correct, and the strategy behind that is, we wanted to kind of smoke him out, to see where he was coming from.","We wanted to kind of smoke him out, to see where he was coming from, said Robert Schindler."
4520,0.0,"Judge Philpot told Dica: ""There is no evidence of your remorse.","A judge branded Mohammed Dica's behaviour ""despicable"" and added: ""There is no evidence of your remorse."""
4521,0.0,"Earlier Friday, Taiwan reported 55 new cases but no new deaths.","Yesterday, Taiwan reported 65 new cases, its biggest one-day increase yet."
4522,5.0,Hedge funds came under renewed scrutiny recently when New York Attorney General Eliot Spitzer unveiled a probe of illegal trading in mutual fund shares.,The industry came under renewed scrutiny recently with the launch by New York Attorney General Eliot Spitzer of an investigation of illegal trading in mutual fund shares.
4523,5.0,Operating revenue fell 4.5 percent to $2.3 billion from a year earlier.,"Operating revenues were down about 1 percent to $4.55 billion, from $4.59 billion."
4524,0.0,"As they wound through police barricades to the funeral home, many chanted ""Celia, Celia"" and sang snippets of her songs.","As they wound through police barricades to the funeral home, many chanted ""Celia, Celia."""
4525,0.0,"In 2001, 8.4 per cent of six-year-olds and 15 per cent of 15-year-olds were obese.",One in seven 15-year-olds and nearly one in 10 six-year-olds are obese.
4526,0.0,"Most of the alleged spammers engaged in fraudulent or deceptive practices, said Brad Smith, Microsoft's senior VP and general counsel.","Spam knows no borders, said Brad Smith, Microsoft's senior vice-president and general counsel."
4527,5.0,"Since December 2002, Evans has been the vice chair of the U.S. Chief Information Officers Council.",Evans is also the vice-chairman of the Federal Chief Information Officers Council.
4528,0.0,Companies that fall under that definition are subject to much less stringent regulation.,"Phone companies, which have argued that DSL should be subject to less regulation, had mixed reaction."
4529,5.0,"Many of the countries affected, like Colombia and Ecuador, are considered critical to the administration's efforts to bring stability to the Western Hemisphere.","Many of the affected countries, such as Colombia and Ecuador, are considered critical to the administration's efforts to bring stability to this hemisphere."
4530,5.0,"The huge bottom-line loss stemmed from a 1.5 billion pound assets writedown, on top of a 3.5 billion first-half charge.","The huge bottom line loss stemmed from a 1.5 billion-pound asset writedown, on top of a 3.5 billion first-half charge."
4531,0.0,"Police arrested a ""potential suspect"" Monday in the abduction of a 9-year-old who was found safe after two days, the police chief said.","Police have arrested a ""potential suspect"" in the abduction of 9-year-old Jennette Tamayo, San Jose Police Chief William Lansdowne said Monday."
4532,5.0,BOCHK chief executive Liu Jinbao was transferred abruptly to Beijing last month.,He was chief executive of BOCHK until he was suddenly recalled to Beijing last month.
4533,5.0,"In case the company does not turn in the reports before the end of May, it is likely to be delisted, an SFC official said.","If the company did not turn in the results before the end of May, it was likely to be delisted, an SFC official said."
4534,5.0,"Watson, of Whitakers, N.C., was found guilty of making a false threat to detonate explosives, and destruction of federal property.","Dwight Watson, 50, was convicted of making a false threat to detonate explosives and of destroying federal property."
4535,5.0,"The gloves are off, said UNIFI official Rob O'Neill.","Unifi official Rob O'Neill said: ""The gloves are off."
4536,5.0,"Drax faced a financial crisis late last year after it lost its most lucrative sales contract, held with insolvent utility TXU Europe.","Drax’s troubles began late last year when it lost its most lucrative sales contract, with the insolvent utility TXU Europe."
4537,5.0,It's one of several negotiating items where Canada appears to have caved in to U.S. demands and accepted less favourable terms.,Giving up half the duties is one of several negotiating items where Canada appears to have caved in to U.S. demands and accepted less favourable terms.
